iter	Passed	Remaining
209	1082	4072
210	1086	4064
211	1091	4055
212	1095	4046
213	1099	4036
214	1103	4030
215	1107	4020
216	1112	4012
217	1116	4005
218	1121	3998
219	1126	3992
220	1130	3984
221	1134	3976
222	1139	3968
223	1144	3963
224	1148	3955
225	1152	3947
226	1156	3939
227	1161	3932
228	1166	3927
229	1170	3919
230	1174	3910
231	1179	3903
232	1183	3895
233	1187	3888
234	1191	3879
235	1195	3869
236	1199	3861
237	1204	3856
238	1209	3851
239	1214	3844
240	1217	3835
241	1221	3825
242	1225	3819
243	1230	3812
244	1234	3805
245	1239	3798
246	1243	3792
247	1248	3785
248	1252	3778
249	1257	3771
250	1261	3763
251	1265	3756
252	1269	3747
253	1273	3739
254	1277	3731
255	1281	3725
256	1286	3719
257	1290	3712
258	1295	3705
259	1299	3698
260	1304	3692
261	1308	3686
262	1313	3679
263	1317	3673
264	1323	3669
265	1328	3665
266	1332	3659
267	1337	3654
268	1343	3651
269	1350	3651
270	1357	3650
271	1363	3648
272	1369	3647
273	1374	3642
274	1379	3636
275	1384	3633
276	1389	3626
277	1393	3619
278	1398	3614
279	1402	3607
280	1406	3599
281	1411	3593
282	1415	3586
283	1420	3580
284	1423	3572
285	1428	3566
286	1431	3556
287	1435	3549
288	1439	3542
289	1443	3534
290	1448	3528
291	1451	3520
292	1456	3514
293	1460	3507
294	1464	3499
295	1467	3490
296	1472	3484
297	1476	3477
298	1478	3467
299	1482	3459
300	1486	3452
301	1491	3447
302	1494	3438
303	1499	3433
304	1503	3426
305	1507	3419
306	1512	3413
307	1516	3407
308	1521	3401
309	1525	3395
310	1530	3390
311	1534	3383
312	1538	3376
313	1542	3370
314	1547	3365
315	1552	3359
316	1556	3352
317	1560	3345
318	1564	3339
319	1567	3331
320	1571	3324
321	1575	3317
322	1579	3310
323	1583	3304
324	1587	3297
325	1592	3292
326	1596	3286
327	1601	3281
328	1606	3276
329	1610	3269
330	1615	3266
331	1620	3260
332	1624	3254
333	1629	3248
334	1633	3242
335	1638	3237
336	1642	3231
337	1646	3224
338	1651	3219
339	1655	3213
340	1659	3207
341	1664	3201
342	1668	3196
343	1672	3189
344	1678	3185
345	1681	3179
346	1686	3174
347	1696	3178
348	1700	3172
349	1705	3167
350	1710	3162
351	1715	3158
352	1718	3149
353	1722	3143
354	1727	3138
355	1731	3132
356	1736	3127
357	1740	3121
358	1746	3117
359	1751	3113
360	1756	3109
361	1761	3104
362	1765	3098
363	1769	3091
364	1773	3085
365	1777	3078
366	1781	3073
367	1785	3067
368	1789	3059
369	1793	3054
370	1798	3048
371	1802	3043
372	1807	3037
373	1811	3031
374	1814	3024
375	1818	3017
376	1822	3012
377	1826	3006
378	1830	2999
379	1834	2993
380	1839	2988
381	1844	2983
382	1848	2977
383	1852	2972
384	1856	2965
385	1860	2958
386	1863	2952
387	1867	2945
388	1871	2938
389	1874	2932
390	1878	2925
391	1882	2919
392	1886	2914
393	1890	2907
394	1893	2900
395	1898	2895
396	1901	2888
397	1905	2881
398	1908	2875
399	1913	2869
400	1917	2864
401	1921	2858
402	1925	2852
403	1929	2846
404	1934	2842
405	1940	2838
406	1944	2832
407	1948	2827
408	1952	2822
409	1957	2816
410	1961	2810
411	1964	2804
412	1969	2798
413	1972	2792
414	1977	2787
415	1981	2781
416	1985	2775
417	1989	2770
418	1993	2763
419	1997	2758
420	2001	2752
421	2006	2747
422	2010	2742
423	2014	2736
424	2018	2730
425	2022	2724
426	2025	2718
427	2029	2712
428	2033	2706
429	2037	2700
430	2040	2694
431	2044	2688
432	2048	2682
433	2052	2677
434	2056	2671
435	2061	2666
436	2064	2660
437	2068	2653
438	2071	2647
439	2075	2641
440	2079	2635
441	2085	2632
442	2092	2630
443	2095	2624
444	2099	2618
445	2103	2612
446	2107	2606
447	2112	2602
448	2115	2596
449	2120	2591
450	2124	2586
451	2128	2580
452	2131	2574
453	2135	2568
454	2139	2562
455	2143	2556
456	2147	2551
457	2150	2545
458	2154	2539
459	2158	2533
460	2162	2528
461	2167	2523
462	2171	2518
463	2176	2513
464	2181	2510
465	2186	2505
466	2190	2499
467	2193	2493
468	2198	2488
469	2202	2483
470	2206	2478
471	2210	2472
472	2214	2467
473	2218	2461
474	2222	2455
475	2226	2450
476	2230	2445
477	2234	2439
478	2237	2433
479	2241	2428
480	2245	2422
481	2248	2416
482	2252	2410
483	2256	2405
484	2260	2400
485	2264	2394
486	2268	2389
487	2272	2383
488	2275	2378
489	2279	2372
490	2282	2366
491	2287	2361
492	2290	2355
493	2294	2350
494	2298	2344
495	2301	2339
496	2305	2333
497	2308	2327
498	2313	2322
499	2316	2316
500	2320	2311
501	2324	2305
502	2328	2300
503	2331	2294
504	2335	2289
505	2338	2283
506	2342	2278
507	2346	2272
508	2350	2267
509	2354	2262
510	2358	2256
511	2361	2251
512	2365	2245
513	2368	2239
514	2372	2234
515	2376	2229
516	2380	2223
517	2384	2218
518	2387	2213
519	2391	2207
520	2395	2202
521	2398	2196
522	2402	2191
523	2406	2185
524	2409	2180
525	2413	2174
526	2417	2169
527	2421	2164
528	2425	2159
529	2431	2155
530	2434	2150
531	2438	2145
532	2442	2140
533	2447	2135
534	2451	2130
535	2455	2125
536	2460	2121
537	2463	2115
538	2467	2110
539	2471	2105
540	2475	2100
541	2479	2095
542	2484	2090
543	2487	2085
544	2492	2080
545	2495	2075
546	2499	2069
547	2503	2064
548	2506	2059
549	2510	2053
550	2513	2048
551	2517	2043
552	2521	2037
553	2525	2032
554	2529	2028
555	2533	2022
556	2536	2017
557	2540	2012
558	2544	2006
559	2548	2002
560	2553	1998
561	2557	1993
562	2560	1987
563	2564	1982
564	2568	1977
565	2571	1972
566	2575	1966
567	2579	1961
568	2582	1956
569	2586	1951
570	2590	1946
571	2593	1940
572	2597	1935
573	2601	1930
574	2604	1925
575	2608	1920
576	2612	1915
577	2616	1909
578	2620	1905
579	2624	1900
580	2628	1895
581	2632	1890
582	2636	1885
583	2640	1881
584	2644	1876
585	2648	1871
586	2652	1866
587	2657	1861
588	2661	1857
589	2666	1853
590	2671	1848
591	2675	1844
592	2680	1840
593	2685	1835
594	2690	1831
595	2694	1826
596	2700	1822
597	2705	1818
598	2710	1814
599	2714	1809
600	2718	1804
601	2721	1799
602	2725	1794
603	2729	1789
604	2733	1784
605	2737	1780
606	2742	1775
607	2746	1770
608	2750	1765
609	2753	1760
610	2757	1755
611	2761	1750
612	2765	1745
613	2769	1741
614	2772	1735
615	2776	1730
616	2780	1726
617	2784	1721
618	2788	1716
619	2792	1711
620	2795	1706
621	2799	1701
622	2803	1696
623	2807	1691
624	2811	1686
625	2814	1681
626	2818	1676
627	2822	1671
628	2826	1666
629	2829	1662
630	2833	1656
631	2836	1651
632	2840	1646
633	2844	1642
634	2848	1637
635	2852	1632
636	2856	1627
637	2860	1623
638	2864	1618
639	2868	1613
640	2871	1608
641	2876	1603
642	2879	1598
643	2883	1593
644	2887	1589
645	2890	1583
646	2894	1578
647	2897	1574
648	2901	1569
649	2905	1564
650	2910	1560
651	2915	1556
652	2919	1551
653	2923	1546
654	2927	1541
655	2930	1536
656	2934	1532
657	2938	1527
658	2942	1522
659	2946	1517
660	2949	1512
661	2953	1507
662	2957	1503
663	2961	1498
664	2965	1493
665	2969	1489
666	2973	1484
667	2977	1479
668	2981	1474
669	2984	1470
670	2988	1465
671	2991	1460
672	2995	1455
673	2998	1450
674	3002	1445
675	3005	1440
676	3009	1435
677	3013	1431
678	3016	1426
679	3020	1421
680	3023	1416
681	3027	1411
682	3030	1406
683	3034	1401
684	3038	1397
685	3041	1392
686	3045	1387
687	3049	1382
688	3052	1378
689	3056	1373
690	3060	1368
691	3064	1363
692	3068	1359
693	3071	1354
694	3074	1349
695	3078	1344
696	3082	1340
697	3086	1335
698	3089	1330
699	3093	1325
700	3096	1320
701	3100	1316
702	3104	1311
703	3107	1306
704	3111	1301
705	3114	1296
706	3117	1292
707	3121	1287
708	3125	1282
709	3128	1277
710	3132	1273
711	3136	1268
712	3140	1264
713	3143	1259
714	3147	1254
715	3150	1249
716	3155	1245
717	3159	1240
718	3163	1236
719	3167	1231
720	3171	1227
721	3174	1222
722	3178	1217
723	3182	1213
724	3186	1208
725	3190	1204
726	3194	1199
727	3198	1195
728	3201	1190
729	3205	1185
730	3208	1180
731	3212	1176
732	3216	1171
733	3219	1166
734	3223	1162
735	3226	1157
736	3230	1152
737	3233	1148
738	3237	1143
739	3240	1138
740	3244	1134
741	3248	1129
742	3252	1124
743	3255	1120
744	3259	1115
745	3262	1110
746	3265	1106
747	3269	1101
748	3272	1096
749	3276	1092
750	3279	1087
751	3282	1082
752	3286	1078
753	3289	1073
754	3293	1068
755	3297	1064
756	3300	1059
757	3303	1054
758	3307	1050
759	3310	1045
760	3313	1040
761	3317	1036
762	3320	1031
763	3323	1026
764	3327	1022
765	3331	1017
766	3335	1013
767	3339	1008
768	3343	1004
769	3347	1000
770	3352	995
771	3356	991
772	3361	987
773	3365	982
774	3370	978
775	3374	974
776	3377	969
777	3381	964
778	3384	960
779	3388	955
780	3392	951
781	3397	947
782	3402	943
783	3406	938
784	3410	934
785	3415	929
786	3418	925
787	3422	920
788	3426	916
789	3429	911
790	3433	907
791	3436	902
792	3440	898
793	3443	893
794	3447	888
795	3451	884
796	3455	880
797	3459	875
798	3463	871
799	3467	866
800	3471	862
801	3475	857
802	3478	853
803	3482	848
804	3485	844
805	3489	839
806	3492	835
807	3496	830
808	3499	826
809	3503	821
810	3507	817
811	3510	812
812	3514	808
813	3518	803
814	3521	799
815	3525	794
816	3529	790
817	3533	786
818	3537	781
819	3540	777
820	3544	772
821	3548	768
822	3551	763
823	3554	759
824	3558	754
825	3561	750
826	3565	745
827	3569	741
828	3573	737
829	3577	732
830	3580	728
831	3584	723
832	3588	719
833	3591	714
834	3595	710
835	3599	706
836	3602	701
837	3606	697
838	3609	692
839	3613	688
840	3617	683
841	3622	679
842	3625	675
843	3629	670
844	3632	666
845	3636	661
846	3640	657
847	3645	653
848	3649	649
849	3653	644
850	3657	640
851	3660	635
852	3663	631
853	3667	627
854	3671	622
855	3674	618
856	3678	613
857	3682	609
858	3685	605
859	3689	600
860	3693	596
861	3696	591
862	3700	587
863	3703	583
864	3707	578
865	3710	574
866	3714	569
867	3717	565
868	3721	560
869	3725	556
870	3729	552
871	3733	548
872	3737	543
873	3741	539
874	3744	534
875	3748	530
876	3751	526
877	3755	521
878	3758	517
879	3761	512
880	3765	508
881	3769	504
882	3772	499
883	3775	495
884	3779	491
885	3782	486
886	3786	482
887	3790	478
888	3794	473
889	3797	469
890	3801	465
891	3805	460
892	3809	456
893	3812	452
894	3816	447
895	3820	443
896	3823	439
897	3827	434
898	3831	430
899	3834	426
900	3838	421
901	3842	417
902	3845	413
903	3849	408
904	3853	404
905	3857	400
906	3860	395
907	3864	391
908	3868	387
909	3871	382
910	3875	378
911	3879	374
912	3883	370
913	3888	365
914	3892	361
915	3896	357
916	3899	352
917	3903	348
918	3907	344
919	3910	340
920	3914	335
921	3917	331
922	3921	327
923	3925	322
924	3930	318
925	3933	314
926	3937	310
927	3941	305
928	3945	301
929	3949	297
930	3953	293
931	3957	288
932	3965	284
933	3969	280
934	3972	276
935	3977	271
936	3980	267
937	3983	263
938	3987	259
939	3990	254
940	3993	250
941	3996	246
942	4000	241
943	4004	237
944	4008	233
945	4012	229
946	4015	224
947	4018	220
948	4022	216
949	4026	211
950	4030	207
951	4034	203
952	4038	199
953	4041	194
954	4045	190
955	4049	186
956	4053	182
957	4057	177
958	4060	173
959	4063	169
960	4067	165
961	4070	160
962	4074	156
963	4077	152
964	4081	148
965	4085	143
966	4089	139
967	4092	135
968	4096	131
969	4099	126
970	4103	122
971	4107	118
972	4110	114
973	4114	109
974	4118	105
975	4121	101
976	4125	97
977	4130	92
978	4134	88
979	4139	84
980	4143	80
981	4147	76
982	4151	71
983	4155	67
984	4160	63
985	4164	59
986	4168	54
987	4171	50
988	4176	46
989	4180	42
990	4184	38
991	4189	33
992	4193	29
993	4197	25
994	4202	21
995	4206	16
996	4210	12
997	4214	8
998	4218	4
999	4221	0
